Número do processos,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
6527444-77.2025.8.10.4318,1,1,0,0,1,1
9291162-38.2025.8.05.5237,1,1,1,1,1,1
9406663-36.2025.8.24.3357,0,0,1,0,1,1
6654950-80.2025.8.01.1337,1,0,0,0,1,0
3375089-12.2025.8.15.6425,0,1,0,0,1,0
5614124-40.2025.8.15.8133,0,0,0,0,1,1
5698577-70.2025.8.08.1458,0,0,0,1,0,1
5875578-08.2025.8.24.1589,1,1,1,1,1,1
7289308-68.2025.8.24.5649,1,1,0,1,1,1
6360469-05.2025.8.12.5840,0,1,0,0,0,1
3025696-75.2025.8.12.3697,0,0,1,0,1,1
4779135-75.2025.8.04.8734,0,0,0,1,0,1
9979804-59.2025.8.01.0936,0,1,0,0,0,0
3346377-83.2025.8.22.6550,1,1,1,1,1,0
3710788-80.2025.8.17.0435,1,1,0,0,1,1
8681272-40.2025.8.19.6236,1,0,1,1,1,1
7749639-54.2025.8.19.0980,1,1,0,1,1,1
2914505-82.2025.8.14.5327,1,1,0,1,1,1
8912303-13.2025.8.08.8035,0,1,1,0,1,1
3494342-11.2025.8.19.6210,0,1,1,1,0,1
2486194-45.2025.8.27.7366,0,1,1,1,1,0
3707334-18.2025.8.06.7678,0,1,0,1,0,1
3460034-88.2025.8.07.2225,1,1,1,0,1,0
2055994-38.2025.8.09.2469,1,1,0,0,1,0
8232166-82.2025.8.02.9101,1,1,0,0,1,1
8878756-19.2025.8.17.4733,1,1,1,1,1,1
7360953-03.2025.8.25.8020,1,1,0,1,1,1
4541504-59.2025.8.15.9914,1,0,1,1,1,1
8655594-53.2025.8.13.7397,1,1,0,1,1,1
3155526-22.2025.8.04.5370,0,0,1,1,1,1
4318173-33.2025.8.01.0806,1,0,0,1,0,1
3523323-44.2025.8.01.3271,0,0,1,1,1,1
7839107-64.2025.8.27.4610,1,1,0,1,0,1
3324395-46.2025.8.08.3112,1,1,1,0,1,1
3683316-74.2025.8.10.9966,1,1,0,0,1,1
5215419-41.2025.8.12.5762,1,1,1,0,1,1
1000627-80.2025.8.25.8326,1,1,1,1,1,1
6829928-90.2025.8.10.0743,0,1,1,1,1,1
3204110-57.2025.8.26.8730,1,1,1,1,1,1
1796540-87.2025.8.26.0300,0,1,0,1,1,1
7440857-92.2025.8.10.2256,1,1,1,1,0,1
2093480-75.2025.8.17.2191,1,1,1,1,1,1
7497486-70.2025.8.05.4979,1,1,1,1,1,1
2490606-17.2025.8.07.1048,1,1,0,1,0,0
2152144-73.2025.8.21.3737,0,1,1,1,1,1
2069748-95.2025.8.22.1468,1,1,1,0,1,0
4879971-93.2025.8.26.1211,1,1,1,1,0,1
5192237-25.2025.8.01.3447,1,1,1,0,1,1
4194052-52.2025.8.21.1201,0,0,1,0,1,1
9962669-86.2025.8.08.3157,1,1,1,0,0,1
7686949-88.2025.8.21.6673,1,1,1,0,1,0
5476474-98.2025.8.15.7469,1,1,1,1,1,1
7489198-66.2025.8.06.9711,1,1,1,0,1,0
4138882-07.2025.8.15.3404,1,1,1,1,1,1
2533939-67.2025.8.04.1991,0,0,0,1,0,0
7131244-61.2025.8.24.0523,0,0,1,1,1,1
6089830-16.2025.8.25.8255,0,1,0,1,1,1
4267693-64.2025.8.20.7671,1,1,1,0,1,1
1346644-52.2025.8.08.3726,1,1,0,0,1,1
6024253-32.2025.8.21.4785,1,1,0,1,1,1
9826307-36.2025.8.14.3187,1,1,1,1,1,1
9077202-06.2025.8.14.6782,1,1,1,1,1,1
5534922-37.2025.8.04.8613,0,1,0,0,1,1
3099107-95.2025.8.06.6891,1,1,0,0,1,1
5440793-44.2025.8.02.9714,1,1,0,1,1,1
2482679-82.2025.8.25.0356,1,1,0,0,1,1
9657595-33.2025.8.16.3612,1,1,1,0,1,1
7617314-59.2025.8.02.0626,0,1,0,1,0,1
1333442-62.2025.8.27.8611,1,1,1,0,0,1
5994116-13.2025.8.10.8994,0,1,0,0,1,1
7589375-07.2025.8.27.6171,1,1,0,1,1,1
6549232-21.2025.8.10.4746,1,1,1,1,1,1
5410284-07.2025.8.24.4364,1,1,1,1,1,0
9882044-67.2025.8.25.1136,0,0,1,0,1,1
1286075-39.2025.8.20.6958,0,1,0,1,1,1
9152602-13.2025.8.22.2847,1,1,1,0,1,0
2508514-11.2025.8.06.4070,1,0,1,0,1,0
4072657-57.2025.8.24.0026,0,0,1,1,0,1
1502932-71.2025.8.01.7554,1,1,1,1,1,0
4830871-33.2025.8.21.5004,0,1,1,1,1,1
7568497-11.2025.8.21.2580,1,1,1,1,1,1
5500618-81.2025.8.08.0051,1,1,1,0,1,0
4855930-30.2025.8.18.2116,0,0,0,0,0,1
3788029-31.2025.8.03.6270,1,1,1,1,0,0
8940575-71.2025.8.25.2292,1,1,1,0,1,1
5925593-90.2025.8.03.0763,1,1,1,1,1,1
5790480-11.2025.8.13.1455,1,1,0,1,1,1
8571526-17.2025.8.19.4732,1,1,1,1,1,1
9039050-66.2025.8.21.7602,1,1,1,1,1,0
5624764-22.2025.8.08.3035,1,1,1,1,1,1
9884576-20.2025.8.25.9035,1,1,0,1,1,1
9298288-19.2025.8.21.3831,1,0,1,1,1,1
9059214-96.2025.8.20.5232,1,1,1,1,1,1
5147551-04.2025.8.13.2255,1,1,1,1,1,0
6063851-84.2025.8.27.2141,1,1,0,1,1,0
6941756-88.2025.8.09.5907,0,1,0,1,1,1
2357240-02.2025.8.21.6596,1,1,1,1,1,1
1014268-11.2025.8.04.5993,1,1,0,1,1,1
5647498-73.2025.8.20.1540,0,0,1,1,1,1
9144752-37.2025.8.25.7451,1,1,1,0,1,1
2192990-61.2025.8.13.0558,1,1,1,1,0,1
5485292-79.2025.8.19.5545,0,1,0,1,0,0
5746479-43.2025.8.08.8647,0,0,1,1,1,0
2471277-07.2025.8.21.8928,1,1,1,1,1,1
1591164-80.2025.8.25.0828,1,1,0,1,1,1
1110710-48.2025.8.10.4317,1,1,0,1,1,0
4538741-58.2025.8.05.9486,0,1,1,1,1,1
5235962-65.2025.8.06.4106,1,1,0,1,1,1
2124924-89.2025.8.05.2583,1,1,0,1,0,1
5629996-09.2025.8.16.4392,1,1,1,1,1,1
6019306-96.2025.8.22.3723,1,1,1,1,1,1
1306497-16.2025.8.10.2597,1,1,1,1,0,1
3885458-31.2025.8.21.0109,1,1,1,1,1,1
7031367-94.2025.8.02.3731,0,0,1,0,1,1
1231772-67.2025.8.21.7977,1,1,1,1,1,1
9866129-02.2025.8.04.0435,0,1,0,0,1,1
4253763-73.2025.8.24.9293,0,0,0,1,0,1
5920290-84.2025.8.08.7965,0,1,0,0,1,0
6266897-65.2025.8.08.6085,1,1,0,0,1,1
5287618-71.2025.8.05.3250,1,1,1,1,1,1
8176923-88.2025.8.03.4927,1,1,0,1,1,1
6399364-79.2025.8.18.4347,0,1,1,1,0,1
8728689-36.2025.8.03.6501,0,1,0,0,0,1
2656227-14.2025.8.17.2882,1,0,0,0,1,0
5061108-27.2025.8.21.1384,1,0,0,1,1,1
8673750-52.2025.8.15.8600,1,1,1,1,1,1
8423122-04.2025.8.21.6273,1,0,1,1,1,1
9066659-82.2025.8.24.1095,0,1,0,1,1,1
4389401-21.2025.8.11.0114,1,1,1,1,0,1
1571691-86.2025.8.21.3478,1,1,0,1,1,0
9204612-59.2025.8.07.0132,0,1,1,0,1,1
8605832-94.2025.8.21.1746,0,1,1,1,0,1
9929255-74.2025.8.15.6733,0,0,0,1,1,0
4605968-18.2025.8.02.5073,0,1,1,0,1,1
2813923-24.2025.8.14.9226,1,1,1,1,1,1
4280078-18.2025.8.09.4012,1,1,1,0,1,1
2459928-64.2025.8.07.9506,1,1,0,1,1,1
5838727-31.2025.8.10.2629,1,0,1,0,1,1
1329305-56.2025.8.14.2166,1,1,1,1,1,1
7756512-97.2025.8.15.2150,0,0,1,1,0,0
9577283-48.2025.8.07.5190,0,0,0,1,1,0
4452683-25.2025.8.04.2872,0,1,1,0,1,1
7516211-89.2025.8.16.2451,1,0,0,1,1,1
8933388-91.2025.8.18.6959,0,1,0,0,0,0
7217489-91.2025.8.20.1334,1,1,1,1,1,1
1317082-91.2025.8.01.8685,1,1,1,1,1,1
5199491-42.2025.8.26.4198,0,1,0,1,1,1
9212632-13.2025.8.15.2755,0,1,0,0,1,1
8032741-75.2025.8.10.3643,1,1,1,1,1,1
2101709-60.2025.8.22.1802,0,0,0,1,0,1
5207731-20.2025.8.25.0645,1,1,1,0,1,1
6564700-80.2025.8.04.7800,1,1,1,0,0,1
6441199-19.2025.8.14.9940,1,1,1,0,1,1
7735482-27.2025.8.14.9586,1,1,1,1,1,1
3278397-61.2025.8.16.2137,1,1,1,1,1,0
3072491-09.2025.8.03.4253,1,1,1,1,1,1
2205950-26.2025.8.19.9090,0,1,1,1,1,0
8673368-78.2025.8.24.6555,1,1,1,0,1,1
9788652-00.2025.8.12.8650,0,1,1,0,1,1
4567969-14.2025.8.14.4388,1,1,0,0,0,1
7817130-79.2025.8.01.1078,1,1,1,1,1,1
7145167-30.2025.8.11.7878,1,1,0,0,0,1
6035944-88.2025.8.21.8077,0,1,1,1,0,0
8842352-68.2025.8.11.3064,1,0,0,1,1,1
7578004-26.2025.8.12.3622,1,1,1,1,1,1
7094627-81.2025.8.24.6973,1,1,1,1,1,1
7270386-24.2025.8.24.4337,1,1,0,1,1,1
6108054-57.2025.8.01.1898,0,1,1,1,1,1
1808974-36.2025.8.13.9826,0,1,0,1,0,1
6265368-45.2025.8.16.4909,1,1,1,1,1,1
3678266-10.2025.8.15.8609,1,1,1,1,1,1
1284437-03.2025.8.25.7309,1,0,1,1,1,1
7772787-21.2025.8.01.0813,0,0,0,1,0,1
2065430-05.2025.8.11.7174,0,1,1,0,1,1
5432190-15.2025.8.17.5338,1,1,1,1,1,0
2086902-71.2025.8.10.5551,1,1,1,0,1,1
6276135-07.2025.8.09.0693,0,0,1,1,1,1
1687283-82.2025.8.04.4355,1,1,0,0,1,1
7086265-50.2025.8.03.9211,0,1,1,0,0,1
3553965-62.2025.8.19.7024,1,1,0,0,1,1
6411625-98.2025.8.20.8645,1,1,0,1,1,0
9483686-91.2025.8.24.6333,1,1,1,1,1,1
2253402-29.2025.8.04.5250,1,1,0,0,1,1
5202914-02.2025.8.05.1389,1,1,1,0,0,0
7407594-02.2025.8.09.2830,1,1,1,0,0,1
8829126-37.2025.8.26.2021,0,1,1,1,1,1
9366175-88.2025.8.22.2705,1,1,1,0,1,1
6784774-23.2025.8.26.7456,0,1,0,1,1,1
3729734-48.2025.8.10.5596,0,0,1,1,0,1
4458303-53.2025.8.19.0091,1,1,1,1,1,0
1744150-16.2025.8.11.9038,1,1,1,0,1,0
6468899-57.2025.8.13.7363,1,1,0,1,1,1
9279045-82.2025.8.04.0761,1,1,1,0,1,1
6331187-13.2025.8.26.4355,1,1,1,1,1,1
1207872-59.2025.8.10.1911,1,1,1,1,1,1
5884740-23.2025.8.27.3625,0,1,0,1,0,1
6282153-26.2025.8.24.4564,1,1,1,0,1,0
2080111-72.2025.8.25.8682,1,1,0,1,0,1
5119145-20.2025.8.06.7015,1,1,0,1,1,1
7499997-43.2025.8.03.9690,1,1,0,1,1,1
7030526-75.2025.8.26.7057,1,1,1,1,1,0
4737734-86.2025.8.11.6568,1,1,1,0,1,1
9769756-18.2025.8.10.1637,1,1,1,1,1,1
2863858-82.2025.8.09.6184,1,1,1,0,1,1
5495696-61.2025.8.25.5194,1,1,1,1,1,1
8494943-18.2025.8.16.7739,1,0,1,1,1,1
7076582-08.2025.8.24.0513,1,1,1,1,1,1
9022248-35.2025.8.24.6662,1,1,0,0,1,1
2732298-27.2025.8.17.7852,0,0,0,0,0,1
4440360-25.2025.8.22.3050,1,1,0,0,1,1
7477783-12.2025.8.14.7959,1,1,1,1,0,1
4434382-39.2025.8.25.9605,1,1,1,1,1,1
7609618-09.2025.8.06.0083,1,1,1,1,1,1
9540573-91.2025.8.27.2209,1,1,1,1,1,1
1646475-80.2025.8.24.3308,1,1,1,1,0,1
4440038-54.2025.8.05.9405,1,1,1,1,1,1
4142732-88.2025.8.20.9554,1,1,1,1,1,1
1336597-82.2025.8.03.9708,1,1,1,0,1,1
6235579-60.2025.8.11.5969,1,0,0,1,0,1
8364717-23.2025.8.21.1738,0,1,0,1,1,0
6233779-17.2025.8.12.6946,1,1,1,0,1,1
8381745-58.2025.8.22.4033,1,1,0,0,1,1
9215509-89.2025.8.27.9655,1,1,1,1,1,0
3543425-44.2025.8.22.0364,0,0,1,1,1,1
2758592-13.2025.8.08.1918,1,1,1,1,0,1
1899924-79.2025.8.01.5503,1,1,1,1,0,1
6661325-76.2025.8.01.5988,1,0,0,1,1,1
4250088-19.2025.8.03.5978,0,0,1,1,1,1
8394416-97.2025.8.10.6842,0,0,0,0,0,1
5886811-67.2025.8.10.7606,1,0,1,1,0,1
4919128-86.2025.8.11.2379,1,1,1,0,1,0
1518586-58.2025.8.21.0309,1,1,1,1,1,1
1892123-51.2025.8.08.3998,0,1,1,0,0,1
2438198-34.2025.8.22.2744,0,0,0,0,1,0
9785816-51.2025.8.05.8379,0,1,0,1,1,1
4966744-20.2025.8.25.6511,1,1,1,1,0,1
9440724-34.2025.8.13.7651,0,1,0,1,1,1
9295494-56.2025.8.16.7725,1,0,1,0,1,1
7321607-36.2025.8.22.5602,1,1,1,1,1,1
4981154-25.2025.8.08.4480,1,1,0,1,1,1
3932362-91.2025.8.26.7760,1,1,1,0,0,0
9505353-94.2025.8.19.8549,1,1,1,0,1,1
6447527-76.2025.8.02.6167,1,1,1,1,1,0
2172818-86.2025.8.05.8940,0,1,1,0,1,1
7231950-55.2025.8.17.6674,1,1,0,0,1,1
4385115-29.2025.8.09.8791,1,1,1,0,1,1
8126492-15.2025.8.14.9025,1,1,1,1,1,0
1141126-37.2025.8.01.4792,1,1,1,1,1,1
1958863-52.2025.8.13.1897,1,1,0,0,1,1
7082206-76.2025.8.17.4149,1,1,0,1,0,0
3789001-22.2025.8.12.6154,1,1,0,1,1,0
6044868-97.2025.8.01.8306,1,1,1,0,1,0
8420874-10.2025.8.19.7018,1,1,1,1,0,1
5258178-80.2025.8.12.6299,1,1,1,1,1,1
9131366-97.2025.8.15.2585,1,0,1,1,1,1
6402083-60.2025.8.11.7205,0,1,0,0,1,1
8828185-84.2025.8.24.1232,0,1,0,0,1,1
2978163-89.2025.8.17.5376,0,1,0,1,0,1
6192601-23.2025.8.26.0390,1,1,1,1,1,1
3806512-34.2025.8.26.9649,1,1,1,0,1,0
9301776-99.2025.8.14.9463,1,1,1,0,1,1
6699814-23.2025.8.11.7402,0,1,0,1,1,1
1085133-27.2025.8.16.8289,1,1,1,1,1,1
3471014-35.2025.8.09.8429,1,0,1,0,1,1
1880466-98.2025.8.02.0806,1,1,0,0,1,1
2602206-10.2025.8.07.5742,1,1,1,1,1,1
2043796-32.2025.8.19.1370,1,1,1,0,1,1
8534460-06.2025.8.05.7087,1,1,1,1,1,1
6013217-33.2025.8.08.3516,1,1,1,1,1,1
8805549-98.2025.8.19.5315,0,1,1,1,1,1
7329990-60.2025.8.14.6204,1,0,0,0,1,1
9728626-85.2025.8.16.3444,1,1,0,1,1,1
9976647-54.2025.8.08.0891,1,1,0,1,0,1
6023140-52.2025.8.17.8265,1,0,0,0,0,1
2506839-80.2025.8.10.5504,1,1,1,0,0,1
3495222-88.2025.8.07.8116,1,1,1,1,1,1
4698763-88.2025.8.02.1665,1,1,0,1,1,1
5002136-89.2025.8.26.8267,0,1,0,1,1,1
7177036-83.2025.8.21.2006,0,0,1,1,1,1
6160722-85.2025.8.13.4176,1,1,1,0,1,1
9039777-90.2025.8.15.1502,1,1,1,0,1,1
3068763-37.2025.8.09.1633,1,1,1,1,0,1
3658098-20.2025.8.02.4149,0,1,1,0,1,1
7306694-35.2025.8.17.5307,1,1,1,0,1,0
6031721-84.2025.8.11.5766,1,1,1,0,1,1
8952715-50.2025.8.26.3922,0,0,0,0,1,1
7105303-32.2025.8.17.7996,0,0,1,1,1,1
6026511-25.2025.8.22.5466,1,1,1,1,0,0
3299655-10.2025.8.21.7442,0,0,0,1,1,1
3784973-97.2025.8.14.1812,1,1,1,1,1,1
6563771-31.2025.8.02.2465,1,1,0,1,0,0
2137605-00.2025.8.15.6242,0,1,0,1,0,1
9028594-49.2025.8.22.1602,1,1,1,1,1,0
4582698-82.2025.8.08.9111,0,0,1,1,0,1
4088991-13.2025.8.21.8151,1,1,1,0,1,1
1044959-79.2025.8.25.8776,1,1,1,1,1,1
9990603-36.2025.8.24.9635,0,1,1,1,0,1
6805901-54.2025.8.21.8160,1,1,1,1,1,1
5193634-10.2025.8.17.5336,1,1,0,1,1,1
6689673-13.2025.8.26.3178,0,0,0,0,0,1
4614978-98.2025.8.15.0605,0,1,1,0,0,1
9154424-11.2025.8.15.1362,0,0,0,0,0,1
9615600-52.2025.8.03.8348,0,1,0,1,0,0
9396727-48.2025.8.14.4574,1,1,0,0,1,1
9604549-78.2025.8.21.9689,1,1,1,0,1,1
5368047-86.2025.8.22.4761,1,0,1,1,0,1
3518497-55.2025.8.25.0595,1,1,1,1,1,1
8564523-38.2025.8.09.7402,1,1,0,1,0,1
7598511-89.2025.8.06.0506,1,1,0,1,1,1
1021820-32.2025.8.11.4356,1,1,0,1,0,0
3161500-55.2025.8.02.2696,1,1,1,0,0,1
6391831-55.2025.8.16.2666,1,1,1,1,1,0
3482453-04.2025.8.24.1367,1,1,1,0,1,1
6885029-80.2025.8.03.4797,1,0,0,0,1,1
5998962-65.2025.8.06.1165,1,1,0,0,1,1
3979189-61.2025.8.27.7605,1,1,1,1,1,1
5841483-57.2025.8.18.5857,0,0,1,1,1,1
2346226-13.2025.8.26.9518,0,1,1,1,1,0
9290531-84.2025.8.26.4885,0,1,1,1,1,1
2169676-47.2025.8.14.9134,1,1,1,1,1,0
4250168-20.2025.8.06.5488,0,1,0,1,1,1
5554747-05.2025.8.20.7121,0,1,0,0,1,1
6363272-86.2025.8.25.2084,1,1,1,0,1,1
4323455-80.2025.8.08.6531,1,1,1,0,0,0
4324316-61.2025.8.16.6758,1,1,1,1,1,1
3393978-46.2025.8.02.6981,1,1,0,1,1,1
5163159-00.2025.8.16.0714,0,1,0,1,1,1
2651184-85.2025.8.27.5725,1,1,1,1,1,1
6167261-59.2025.8.17.4412,1,1,1,1,1,1
2865117-92.2025.8.13.5878,1,1,1,1,1,1
1687123-94.2025.8.19.4150,1,1,1,1,1,0
4723688-34.2025.8.10.0937,0,0,0,0,1,1
7166316-04.2025.8.18.1604,1,0,1,1,0,0
2195293-59.2025.8.22.4909,0,0,0,0,1,1
3648504-67.2025.8.22.4066,1,1,1,1,1,0
8889142-00.2025.8.24.2714,0,1,1,1,1,1
5584774-87.2025.8.09.0017,1,1,1,1,1,1
7655932-28.2025.8.04.0150,1,0,1,0,0,1
5228794-74.2025.8.14.0089,1,1,1,1,1,1
5784421-20.2025.8.09.1760,0,1,1,0,0,0
4836238-59.2025.8.01.3867,0,0,1,1,0,1
9513541-07.2025.8.02.8283,1,1,1,0,1,1
9222889-06.2025.8.25.8672,0,0,0,1,1,1
6408008-48.2025.8.03.8801,1,0,1,1,1,1
4858566-92.2025.8.11.5809,1,0,1,1,1,1
7664197-42.2025.8.22.4506,1,0,0,1,1,1
7858531-61.2025.8.03.0327,0,1,0,0,1,1
3092719-66.2025.8.02.3786,1,1,0,1,1,1
8610467-26.2025.8.11.3327,1,0,0,1,1,0
6273814-45.2025.8.08.9558,0,1,1,1,1,1
5950328-53.2025.8.14.0899,1,1,1,1,0,1
1077593-08.2025.8.01.2960,1,1,0,1,0,1
3293271-87.2025.8.11.8725,0,0,1,1,0,1
4433585-52.2025.8.13.9816,1,1,1,0,1,0
2153786-27.2025.8.03.9006,0,1,0,1,1,1
8174287-12.2025.8.21.2639,0,1,1,0,0,1
8627128-40.2025.8.11.7849,0,1,0,0,1,1
6090765-22.2025.8.12.7516,1,1,1,1,1,1
6165807-06.2025.8.25.5651,1,1,0,1,1,1
7351288-60.2025.8.14.0253,1,1,1,1,1,1
7056940-15.2025.8.19.0848,1,1,1,0,1,1
6137448-86.2025.8.26.6066,1,1,1,0,0,1
9902224-49.2025.8.25.1545,1,1,0,1,0,0
4242859-00.2025.8.03.1845,0,0,0,1,1,1
5279976-64.2025.8.16.1692,1,1,1,1,1,1
3923066-59.2025.8.18.7463,1,0,1,1,0,1
3774798-44.2025.8.04.1020,1,1,1,1,1,1
1459236-09.2025.8.18.8092,1,1,1,1,1,1
1762135-83.2025.8.22.7256,1,1,1,1,1,1
5155861-84.2025.8.17.2349,1,1,1,1,1,1
3012767-33.2025.8.15.4024,1,1,1,1,1,1
9950705-91.2025.8.11.3551,1,1,1,0,1,1
5320436-23.2025.8.13.9295,0,1,0,1,1,1
6895132-87.2025.8.16.6493,0,0,0,1,1,1
1227911-92.2025.8.15.8210,1,1,1,0,0,1
7175239-34.2025.8.18.5729,1,1,0,1,1,0
8395288-67.2025.8.12.2881,1,1,0,1,0,1
8137420-74.2025.8.08.8370,0,0,1,1,1,0
8436391-90.2025.8.16.8343,0,1,0,1,1,1
8931381-20.2025.8.21.9327,1,1,1,1,1,1
4446046-82.2025.8.24.5803,0,0,0,0,1,0
7959778-46.2025.8.09.2637,0,1,0,1,1,0
2538152-80.2025.8.07.8815,1,1,1,0,1,1
2973997-82.2025.8.03.8659,0,0,0,1,1,1
6167998-43.2025.8.21.5195,1,1,1,0,1,1
3821454-98.2025.8.27.2081,1,1,0,1,1,1
8501379-44.2025.8.21.0784,1,1,0,0,1,1
4611173-12.2025.8.14.7473,1,1,1,1,1,0
9880673-76.2025.8.03.2501,0,1,1,1,0,1
5410204-77.2025.8.06.9449,0,1,1,1,1,0
2634213-83.2025.8.21.0117,0,0,0,0,1,1
2605889-59.2025.8.02.4809,1,1,0,1,1,1
4847525-95.2025.8.13.3942,1,1,1,0,1,0
1803150-72.2025.8.03.8677,1,1,1,0,1,1
4742443-62.2025.8.25.9811,0,1,0,0,1,1
4034126-37.2025.8.22.7412,1,1,1,1,1,1
4543553-34.2025.8.16.8301,1,1,0,1,1,1
2903150-13.2025.8.17.1266,1,1,1,0,1,1
3567457-40.2025.8.08.3307,1,1,0,1,1,1
8932895-18.2025.8.14.5323,1,1,1,1,1,0
6524495-55.2025.8.02.8280,1,1,0,1,0,1
3513132-88.2025.8.01.8374,1,1,1,1,1,1
8574586-26.2025.8.20.9671,1,1,1,1,0,0
7193947-59.2025.8.11.5321,1,1,0,1,1,1
7073053-43.2025.8.16.3622,1,1,1,1,1,1
4605994-89.2025.8.15.7642,1,1,1,1,0,1
4362465-78.2025.8.20.3366,1,1,1,1,1,1
4142939-05.2025.8.12.3036,1,1,1,1,1,0
5247978-12.2025.8.26.0591,1,1,1,1,1,1
3002004-98.2025.8.07.8959,0,1,0,1,0,0
8675828-66.2025.8.20.2620,1,1,1,1,1,1
7512521-18.2025.8.09.3856,1,1,1,0,1,1
1128368-58.2025.8.11.5453,0,0,0,1,1,0
9607105-50.2025.8.04.1521,0,0,0,0,1,1
1515588-85.2025.8.20.1895,1,1,1,1,1,1
3244375-21.2025.8.19.4602,1,1,1,0,0,1
3852130-83.2025.8.14.9138,1,1,1,1,1,1
9138784-85.2025.8.10.8504,1,1,0,1,1,0
6860365-75.2025.8.08.7094,1,1,0,1,1,0
2925422-50.2025.8.13.3393,0,0,0,1,1,1
8930910-47.2025.8.22.0984,1,1,0,0,1,1
9680330-13.2025.8.22.0542,0,0,1,0,0,1
3504498-96.2025.8.20.1349,1,1,1,1,1,1
3294102-75.2025.8.18.6264,1,1,1,1,1,1
3758280-53.2025.8.03.6302,0,0,0,1,1,1
5324275-29.2025.8.08.0126,1,1,1,0,0,0
5750089-35.2025.8.04.8992,0,1,1,1,0,1
5518314-38.2025.8.18.6074,1,1,1,1,0,1
2697867-52.2025.8.20.5455,1,1,1,1,1,1
2249005-52.2025.8.14.0454,1,1,1,1,1,1
2530084-41.2025.8.15.1192,1,1,0,1,1,1
3882789-54.2025.8.05.1975,0,0,1,1,1,1
2452896-32.2025.8.10.3264,1,1,1,0,1,1
6640464-93.2025.8.17.3546,1,1,1,0,1,1
1871038-43.2025.8.17.2251,1,1,1,0,0,1
6159924-49.2025.8.03.1836,1,1,0,0,1,0
4321238-56.2025.8.19.4049,1,1,1,1,1,1
3096133-94.2025.8.21.0893,1,1,0,1,1,1
8909448-93.2025.8.19.1280,1,1,1,1,1,1
6967961-08.2025.8.06.9105,1,1,1,0,1,1
4755232-73.2025.8.10.7476,1,1,1,0,1,1
6935654-92.2025.8.02.1998,1,1,1,1,0,1
9442348-17.2025.8.06.3601,1,1,1,1,1,0
4161202-21.2025.8.18.2040,1,1,0,0,1,0
1397353-17.2025.8.20.7481,0,0,0,1,1,1
3537830-79.2025.8.20.2170,1,1,1,0,1,0
2658482-98.2025.8.24.0248,0,0,1,0,1,1
6373804-33.2025.8.26.6968,0,1,0,1,1,1
6544636-57.2025.8.15.8452,1,1,0,0,1,1
7856027-35.2025.8.04.2198,1,1,0,1,0,1
3798967-01.2025.8.03.5789,0,0,0,1,0,1
8242914-29.2025.8.06.0328,1,1,1,0,1,1
1570215-92.2025.8.02.4611,0,1,0,1,1,1
1049181-18.2025.8.27.0343,0,1,1,1,1,1
9588375-75.2025.8.12.1348,1,1,1,1,1,1
6838512-09.2025.8.10.0501,1,1,1,0,1,1
8387909-39.2025.8.02.1914,1,1,1,1,1,0
6326050-93.2025.8.09.9516,0,0,1,1,1,1
6209996-18.2025.8.03.3175,0,1,0,0,1,1
3018628-33.2025.8.11.7954,1,0,0,1,0,1
5531264-86.2025.8.17.6040,1,1,1,0,1,1
2308307-73.2025.8.05.5416,1,1,1,1,1,0
1736511-56.2025.8.13.6311,1,1,1,1,1,0
5767801-51.2025.8.16.3058,1,1,1,0,1,1
2568627-85.2025.8.14.0640,1,1,1,0,1,1
8781876-93.2025.8.20.3877,0,1,0,0,1,1
1403636-09.2025.8.07.1216,0,1,1,0,1,1
8094867-41.2025.8.27.6241,0,0,1,1,0,0
3845977-32.2025.8.15.1112,1,1,0,1,1,1
1427652-38.2025.8.11.4721,1,0,0,1,0,1
5236353-82.2025.8.13.6081,0,0,0,0,1,1
2786865-75.2025.8.18.0310,1,1,1,0,1,0
7110392-31.2025.8.02.4201,1,1,1,1,1,1
1406180-25.2025.8.10.3432,1,1,1,1,0,1
4971040-41.2025.8.11.6971,1,0,1,1,1,0
1714042-78.2025.8.07.3118,1,1,0,1,1,1
1444966-53.2025.8.20.7567,1,1,0,0,0,1
6042369-23.2025.8.15.9018,1,1,0,0,1,1
3182131-77.2025.8.12.4439,1,1,1,1,1,1
2627897-48.2025.8.10.2210,1,1,1,1,1,0
5249499-34.2025.8.27.1442,1,1,1,1,1,1
9945964-67.2025.8.13.0797,1,1,1,1,1,1
2213681-77.2025.8.11.5546,1,1,1,1,1,1
4739710-11.2025.8.11.2534,0,1,1,1,0,1
8932102-01.2025.8.01.8713,0,1,0,1,0,1
4285215-03.2025.8.18.6077,1,1,1,0,1,1
7054882-87.2025.8.12.6649,1,1,1,1,1,1
4666938-02.2025.8.15.4830,1,1,1,1,1,0
1798354-59.2025.8.19.5917,0,0,1,1,1,0
5931493-54.2025.8.10.1758,0,0,0,1,1,1
1300364-99.2025.8.01.4699,0,1,1,1,1,1
7768965-63.2025.8.19.9260,0,1,0,1,1,1
8916233-97.2025.8.25.9919,1,1,0,0,1,0
7772732-19.2025.8.25.7131,1,1,1,1,0,1
4794933-62.2025.8.17.7725,1,1,0,1,1,1
8603874-88.2025.8.11.5104,1,0,1,1,1,1
2874509-38.2025.8.22.3890,0,0,1,1,0,1
